,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
2928,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,2,2,4,6,7,5,1,5,2,5,5,7,4,6,1,0.0,131830879.86908723,0.0,0.0,247687966.29366034,0.0,0.0,77200940.92981233,0.0,26750535.849660214,44119312.844942994,0.0032818580048853538,0.0,114479718.26030803,0.0,521600000.0,730.8774442354743
2929,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,3,3,5,4,7,2,0,1,6,6,3,2,0,3,2,1,0.0,164592029.08386078,0.0,0.0,127487673.07826531,0.0,7276470.80107595,92495567.8095507,0.0012047702806213003,47562899.16936782,16563094.679399516,0.0017826115820862923,0.0,90472013.62775448,0.0,1224500000.0,3008.10178898798
2930,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,3,6,6,6,2,1,2,6,5,7,6,6,2,2,2,0.0,191604957.18326116,0.0,0.0,168467045.59671876,0.0,1020034.2052954672,93428759.9880324,0.0005091383638094256,2585602.588232029,49666203.60882454,0.00034470771877018967,50997190.851579,88618770.75980482,0.012196306135662296,788900000.0,1294.8477927185481
2931,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,3,4,5,1,3,2,3,6,3,0,3,0,0,4,1,0.0,163497939.05673763,0.0,0.0,136700503.7472634,0.0,0.0,91669257.29364294,0.0,113135811.20740475,8453407.696608048,0.031431676245461615,0.0,62015940.60605301,0.0,868200000.0,0.0
2932,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,6,2,1,3,1,5,5,2,3,4,6,2,2,0.0,60717312.84309486,0.0,0.0,136638608.13374585,0.0,0.0,85312516.46889904,0.0,42466820.66300743,27841880.40487992,0.004568157263718686,0.0,110094911.34332341,0.0,1098800000.0,1216.8922839989516
2933,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,3,2,5,1,3,0,6,3,6,2,5,5,4,2,2,0.0,147343878.22871023,0.0,0.0,87722647.49511826,0.0,0.0,103487455.29398324,0.0,46239775.410662524,33174021.96917189,0.00495408196527424,0.0,98660546.19192025,0.0,999100000.0,1325.0042807603788
2934,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,3,4,5,1,3,3,3,3,7,0,2,2,0,3,0,6,0.0,153823961.45335865,0.0,0.0,159288152.54443237,0.0,0.0,62048975.90137317,0.0,76364642.42818296,15173808.632728375,0.0028021104715366912,0.0,74896439.20493636,0.0,819600000.0,4483.850668242874
2935,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,2,1,0,10,5,3,3,2,5,0,5,6,4,2,2,4,0.0,131052131.21815366,0.0,0.0,178602057.87410635,0.0,0.0,52967973.44432734,0.0,26580041.6020804,39988210.26788694,0.0013561559682086985,33686097.007624984,95251828.74083912,0.0034173166463378622,490900000.0,2507.939436464463
2936,1,1,0,0,0,0,0,1,0,1,1,1,1,0,0,3,3,2,6,6,0,0,2,6,3,2,6,3,0,1,3,0.0,155322556.95399606,0.0,0.0,66045103.44010488,0.0,0.0,87409673.03762634,0.0,34479070.312602386,31853797.985242143,0.0012059167825991268,73045544.29863138,56425877.743436806,0.005733957257754331,819600000.0,5711.864819775985
2937,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,2,1,4,6,0,6,0,1,4,7,5,2,2,4,1,0.0,125145187.56891409,0.0,0.0,146841946.52894095,0.0,8132695.988878217,47604893.24040605,0.003979828311017641,1768489.6083707185,39238675.21442496,0.00022169003758999343,37432585.91798517,93904858.83178098,0.008890518191443708,991100000.0,1074.5857090901711
2938,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,4,1,0,0,0,0,2,1,10,7,5,0,5,7,2,0.0,85246019.34861892,0.0,1597134.1901294002,0.0,0.00042406983941148163,0.0,92782358.70963308,0.0,920306.5194422349,28265438.623856276,0.00012185056321788275,0.0,130228550.45096281,0.0,1447100000.0,55.32104366711815
2939,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,3,2,3,4,5,3,7,6,5,6,5,6,1,3,0,3,0.0,139087453.71415257,0.0,0.0,211930437.70194978,0.0,0.0,112068510.66038358,0.0,3809684.8398959353,35104935.44747798,0.000154184689333953,28910769.189217165,63921995.57957761,0.002320583579355489,1713500000.0,1620.7761044861224
2940,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,7,1,4,7,6,5,3,4,2,0,1,5,1,0.0,68139002.95605196,0.0,0.0,180154533.9193201,0.0,0.0,101647882.6157545,0.0,63643357.1448918,18081997.288140487,0.0077229434713008225,12128247.871041767,93596653.66320348,0.0027757884850537744,575500000.0,2050.14793774979
2941,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,3,4,5,0,2,4,6,2,3,5,0,1,3,3,0.0,95213987.28559849,0.0,0.0,110061574.43848997,0.0,0.0,93339195.83627465,0.0,21093939.78902313,20696082.48629594,0.002395483316259195,16658221.323823478,91143478.948996,0.0040090993702849185,1191000000.0,986.4313024622118
2942,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,3,7,3,0,3,6,5,3,4,5,0,5,3,3,0.0,117657018.40774402,0.0,0.0,100759376.17493644,0.0,0.0,101647882.6157545,0.0,41078587.5450718,22356212.824753046,0.0049035816592754595,0.0,112292344.63704439,0.0,473000000.0,1131.9195517177782
2943,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1,3,7,3,6,1,5,3,3,7,5,4,5,0,1,0,2,0.0,206608704.69342405,0.0,0.0,158214095.30287206,0.0,0.0,102347696.85823739,0.0,22236677.867949653,22356212.824753046,0.0008619556757045801,234259227.21418658,53557815.768892445,0.018317730739861853,1420800000.0,13095.4082396546
2944,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,6,0,2,6,2,7,5,5,5,0,2,4,1,6,2,0.0,106293784.88118687,0.0,0.0,214352832.97455466,0.0,0.0,103163796.38124534,0.0,94840798.69780704,17701182.393370774,0.025871333056259337,0.0,101577994.71398854,0.0,923800000.0,0.0
2945,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,3,7,0,1,3,6,5,5,1,6,0,7,2,5,3,0.0,117657018.40774402,0.0,0.0,163268356.78208596,0.0,0.0,91270660.77715264,0.0,12777760.71809549,30033571.88243507,0.004624552585804831,61186398.454285555,105203868.60890788,0.040211793860213244,831600000.0,0.0
2946,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,3,5,6,3,2,7,5,5,5,6,6,3,0,1,3,0.0,181430221.6229285,0.0,0.0,181929770.05412728,0.0,0.0,103163796.38124534,0.0,3439170.513639952,40635631.443198405,0.0012060267163862845,150201728.2833915,56425877.743436806,0.0973270025895893,1208900000.0,0.0
2947,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,1,7,1,0,5,2,4,3,3,2,1,5,2,1,0.0,103162272.08375776,0.0,0.0,99685318.93337613,0.0,0.0,80009350.01863588,0.0,45789971.839383274,24040200.774297733,0.005193167865021408,0.0,100976099.9599088,0.0,785300000.0,1288.900440085661
2948,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,0,2,7,3,2,5,7,6,5,1,2,4,0,3,4,3,0.0,167355240.67253488,0.0,0.0,199113982.01211327,0.0,0.0,96005792.06789789,0.0,42401527.10063725,17701182.393370774,0.01281960516160808,0.0,105668056.91818394,0.0,1224500000.0,0.0
2949,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,2,5,1,0,6,1,3,2,4,4,7,2,4,3,1,3,0.0,92648501.6727509,0.0,0.0,173361355.75588888,0.0,0.0,82707280.27511737,0.0,3036452.74658396,36656511.13181695,0.00016976240932483193,79881003.61222944,92761673.30320443,0.008093361492077344,846700000.0,3216.4652863843576
2950,1,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1,3,0,3,6,7,4,6,5,5,3,2,3,0,5,2,0.0,89068254.21950817,0.0,0.0,238321732.97205263,0.0,0.0,108305326.2918388,0.0,25484925.047671698,26562940.128449157,0.0029174650529760777,9791201.406803843,69299973.72589847,0.0021948705502330313,1160300000.0,969.652442132072
2951,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,5,6,6,0,6,2,7,3,0,10,5,2,3,2,0.0,125797238.44921103,0.0,0.0,146841946.52894095,0.0,0.0,91510513.5490641,0.0,58478944.7074822,35873302.62049332,0.01570396745482344,25174037.6956727,92662769.00512359,0.017349752528801093,590600000.0,0.0
2952,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,3,5,0,6,5,5,9,5,6,0,5,2,2,2,1,0.0,101988088.03595176,0.0,0.0,224700627.14350742,0.0,0.0,129834223.67662579,0.0,95901749.97630572,19742157.81013341,0.029087791520784508,0.0,85712229.06212911,0.0,544800000.0,0.0
2953,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,2,4,0,6,3,7,3,6,4,3,5,0,4,7,1,0.0,88429031.37443781,0.0,0.0,223777188.5531239,0.0,0.0,94653317.64573961,0.0,17069268.116411846,20696082.48629594,0.005042716974204813,0.0,120160624.37107357,0.0,1380400000.0,0.0
2954,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,3,1,1,3,7,1,0,1,2,7,3,5,6,3,6,0,0.0,111738176.02288951,0.0,0.0,121701716.67461371,0.0,7192597.979253408,81075542.59168705,0.001180258219987539,36870936.93851887,37164121.51677349,0.0014136995077633301,0.0,74896439.20493636,0.0,964800000.0,2363.4967286770275
2955,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,3,7,6,0,0,0,0,2,4,4,0,5,3,3,1,2,0.0,144956226.29360634,0.0,11647983.805604812,0.0,0.001045318401544882,0.0,82707280.27511737,0.0,83089603.86920843,21068617.1353041,0.002852003469557366,0.0,89589437.84417686,0.0,799200000.0,5443.741179946774
2956,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,2,6,4,5,1,3,3,5,4,2,5,4,0,2,2,0.0,164796878.60324055,0.0,0.0,163180434.23566717,0.0,0.0,90596663.84188202,0.0,24232621.960762236,31436225.707808636,0.006568268910126751,56726533.32228666,57073405.013273194,0.03735979897135821,1411100000.0,0.0
2957,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,6,6,6,2,0,2,5,5,7,4,3,2,6,3,0.0,172304199.80689174,0.0,0.0,118427379.06875929,0.0,0.0,89402604.69789341,0.0,3968691.3051924477,38761038.9592929,0.0014826655487239055,34341244.48399992,110363036.94174516,0.022534230724883596,860600000.0,0.0
2958,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1,6,6,6,0,2,6,5,5,4,1,2,0,5,3,0.0,172304199.80689174,0.0,0.0,118427379.06875929,0.0,0.0,108305326.2918388,0.0,26370845.74639703,25598630.615849145,0.008406455139604495,26575869.812998533,72580607.18485624,0.016427144575879928,1457400000.0,0.0
2959,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,2,0,6,3,5,2,7,4,5,0,2,5,8,0,6,3,0.0,112454988.58836943,0.0,0.0,202817479.69587022,0.0,0.0,59344433.82549998,0.0,36023102.57449657,39550620.838324025,0.0015881772265451074,3027161.307974947,77404471.7832109,0.00027665884214852295,819600000.0,1856.0859824264899
2960,1,1,0,0,1,0,0,1,0,1,1,1,0,0,0,3,0,7,0,4,6,3,0,7,5,4,3,7,1,3,2,0.0,68139002.95605196,0.0,0.0,195852439.4381294,0.0,7156652.484186606,70656192.99188861,0.001169753051144499,27656556.716691058,37407924.71713887,0.0011104761810211345,9299034.542505914,87971243.48996843,0.0007365176847536611,781300000.0,2265.756535769594
2961,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,3,2,1,2,0,4,3,3,4,3,2,5,3,3,3,3,0.0,113429024.97505823,0.0,3834679.513867712,108083458.32956028,0.0003403873133576917,0.0,84016058.9050726,0.0,46224422.02206832,29865163.41970277,0.0016501374971663756,0.0,101052794.97906452,0.0,696700000.0,2886.8332614470264
2962,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,3,0,2,6,5,0,5,5,7,3,5,5,3,2,1,0.0,83497824.69174261,0.0,0.0,138724961.8150669,0.0,0.0,110752642.25479245,0.0,30953431.038430266,35178390.70727274,0.009350767933584274,1162426.7535344167,90472013.62775448,0.0008024547737379172,929600000.0,0.0
2963,1,1,1,0,0,0,0,0,1,1,1,1,1,0,1,3,0,0,2,7,1,0,1,5,3,2,5,3,2,0,3,0.0,37255203.23710208,0.0,0.0,121701716.67461371,0.0,1000007.1680694814,79684620.92812404,0.00016385983175674148,27765240.908713385,29865163.41970277,0.000956451178685449,43809139.241642535,60039471.119519606,0.0034871334836362273,1160300000.0,3845.2928796184087
2964,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,2,0,6,4,6,1,7,0,5,2,3,5,3,0,0,3,0.0,119252509.8856793,0.0,0.0,205588506.2755974,0.0,986655.8099188241,55021520.85615872,0.0001999473262128154,20591696.36062438,31756465.62997268,0.0009712361619223523,289676382.4895721,30351526.042379983,0.02794823323092633,1289900000.0,12965.881028909344
2965,0,1,0,0,0,1,1,1,0,0,1,1,1,0,1,0,4,3,5,7,6,5,1,5,4,7,2,0,5,1,3,0.0,164507049.82030725,0.0,0.0,248824969.30681318,0.0,0.0,82382551.18460554,0.0,3190056.45773946,23537919.412238494,0.0011957683612939308,15701223.845456414,103424912.41094339,0.010791921602151516,1118400000.0,0.0
2966,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,3,3,4,6,1,6,6,6,3,6,5,7,3,4,2,0.0,147603451.26209262,0.0,0.0,196390341.36850333,0.0,0.0,106025710.87762618,0.0,4482013.557186358,46766364.42826242,0.001594639212834504,3285838.7257951424,102159388.73150346,0.0021575490434840305,619700000.0,0.0
2967,1,0,0,0,0,1,1,1,0,0,1,1,0,0,1,3,3,0,6,2,2,7,7,4,5,4,2,1,4,6,0,0.0,109448217.91765803,0.0,0.0,172475009.41479808,0.0,0.0,109301871.02003656,0.0,34666585.13696315,25814602.496021114,0.0014237298762937135,0.0,79444167.5169792,0.0,862300000.0,1946.128276205699
2968,1,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,3,1,0,0,0,3,2,1,5,3,5,1,5,7,2,0.0,78453877.84187987,0.0,7765322.537069874,47842699.56310011,0.002090636803089764,0.0,75730719.19444877,0.0,19028289.362058792,28966176.122928537,0.0020979980503213966,0.0,130228550.45096281,0.0,1045000000.0,693.4017383006023
2969,0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,5,1,3,5,3,0,1,2,10,7,5,4,3,3,3,0.0,144386177.4180255,0.0,0.0,116004983.79615441,0.0,0.0,92128861.5610033,0.0,1866859.1216153714,42775327.947975025,0.0006811123342226059,23682880.1449367,101052794.97906452,0.015749868560648687,1457400000.0,0.0
2970,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,3,0,3,6,1,4,0,5,6,2,2,6,0,0,0,3,0.0,109448217.91765803,0.0,0.0,93427003.66768599,0.0,0.0,98021467.5403816,0.0,46515340.11028445,20793414.8415654,0.0016749764608283224,102560442.0036599,30351526.042379983,0.007946325314450468,945200000.0,7965.373133303576
2971,1,1,0,1,0,1,1,0,1,1,1,1,1,0,0,3,6,6,3,0,3,0,3,6,3,3,5,3,3,2,0,0.0,198290086.51239914,0.0,532378.0633764667,47842699.56310011,4.7118871045720177e-05,0.0,91669257.29364294,0.0,30953431.038430266,31756465.62997268,0.001122092152030113,7487509.186175714,60854576.45659251,0.0006153645254682902,1285900000.0,2198.3240645786736
2972,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,6,4,0,1,3,3,4,1,5,4,4,2,3,2,3,0.0,119252509.8856793,0.0,0.0,142447532.22446764,0.0,0.0,83689403.43399769,0.0,26404282.67065175,30378292.810811117,0.0032021011574859945,14102851.096088987,96758507.80115426,0.0034478719556274738,747000000.0,1049.97035313658
2973,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,3,0,2,3,2,3,5,4,5,1,0,6,4,1,2,2,0.0,82486364.32617709,0.0,0.0,164265016.39680213,0.0,0.0,86811447.80856252,0.0,45385294.0736947,24447158.301910475,0.0014009876031649891,20527182.970797185,84060866.18310496,0.0016507910627463617,1270300000.0,3794.626506680309
2974,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,3,3,0,6,4,0,5,2,7,0,0,1,7,3,3,3,0.0,109448217.91765803,0.0,0.0,121314835.77466118,0.0,0.0,58768098.74581756,0.0,111752855.79184811,21069784.935395602,0.0036969269269093116,0.0,101052794.97906452,0.0,893000000.0,6760.8052396593275
2975,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1,6,0,2,2,5,0,2,5,6,2,5,0,7,6,2,0.0,106293784.88118687,0.0,0.0,106358076.75473303,0.0,0.0,92692532.12369365,0.0,41943403.11238658,19170235.12681486,0.004492852534054798,0.0,137830333.23595846,0.0,1172300000.0,1201.6155251383323
2976,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,3,1,5,6,3,1,0,1,6,5,0,5,1,1,2,1,0.0,162790738.81847763,0.0,0.0,90143923.5488522,0.0,1000007.1680694814,89205640.38375047,0.00016385983175674148,50757217.75523331,18545877.781152677,0.0016204287297501493,4805952.612066079,81250361.8241577,0.0003847570944161704,1293500000.0,3368.3246110189866
2977,1,0,0,1,0,1,1,1,1,1,1,1,1,0,0,3,2,1,2,1,2,2,6,5,5,4,5,4,2,3,0,0.0,113429024.97505823,0.0,0.0,129886219.76334889,0.0,0.0,108305326.2918388,0.0,21615485.878472276,35474804.544331506,0.0008307833457241321,14923547.481335362,60039471.119519606,0.0012261715837346625,1232000000.0,1956.198623593136
2978,1,0,0,0,0,0,0,1,1,0,1,1,0,1,1,3,5,4,0,6,1,2,4,4,4,7,2,0,3,7,0,0.0,110573595.57493308,0.0,0.0,167004823.8255338,0.0,0.0,91150900.80101892,0.0,3190056.45773946,23537919.412238494,0.0001434922033552717,42033480.68973603,79232000.72221279,0.0033734099691356085,900600000.0,2206.3064240628446
2979,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,3,0,9,5,1,7,1,5,4,7,6,5,3,2,3,0.0,136598613.0637709,0.0,0.0,194342742.03414834,0.0,1000007.1680694814,82382551.18460554,0.0004915794952702245,1866859.1216153714,47317209.93537478,0.00024520044032013815,30007962.577577997,96758507.80115426,0.007227162539692748,906500000.0,771.0541670078626
2980,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,3,4,7,3,7,3,1,3,1,2,3,2,7,4,0,0,0.0,186991155.56034988,0.0,0.0,187362096.66437703,0.0,0.0,72006834.11481157,0.0,41241261.32046091,33433724.70004555,0.0015356779342712277,29001676.664733153,33377116.55719709,0.002365641345892915,1118400000.0,3790.8735328844123
2981,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1,3,3,0,3,2,2,0,0,7,5,6,3,1,3,2,2,0.0,89068254.21950817,0.0,0.0,88613111.95505467,0.0,7180616.147564474,70656192.99188861,0.001176756497039859,4569361.972471131,31480696.535529993,0.00019246839331657395,59248838.56074098,93477874.34219648,0.004793210124600855,954500000.0,3344.9028989465737
2982,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0,1,0,4,6,6,1,3,2,5,1,5,0,1,3,2,2,0.0,117299462.54481953,0.0,0.0,173361355.75588888,0.0,0.0,78649856.22610931,0.0,14183017.876717169,18545877.781152677,0.0017508163774100243,0.0,93477874.34219648,0.0,1324200000.0,386.5739424093066
2983,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,3,0,3,5,6,5,0,6,5,1,6,3,2,4,2,3,0.0,101988088.03595176,0.0,0.0,138724961.8150669,0.0,0.0,96005792.06789789,0.0,7399329.801813991,32849061.76758905,0.00032690945753165586,1110955.86251835,102053281.70321563,9.173710564663213e-05,696700000.0,451.15403291520227
2984,1,0,0,0,0,1,1,1,1,0,1,1,0,1,0,3,1,2,5,6,0,0,1,5,1,3,5,5,2,7,3,0.0,130919728.8845366,0.0,0.0,66045103.44010488,0.0,0.0,74915058.04785539,0.0,36870936.93851887,35178390.70727274,0.0014136995077633301,0.0,115912327.79606873,0.0,893000000.0,2127.8446573599394
2985,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,2,0,3,4,3,7,3,6,5,0,4,2,0,2,4,3,0.0,95213987.28559849,0.0,0.0,195881806.4171815,0.0,0.0,66629563.55863415,0.0,30427598.335331924,18081997.288140487,0.0015074363033653533,0.0,100406167.890069,0.0,922100000.0,1397.5139046178224
2986,1,0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,4,6,5,1,1,6,5,5,0,5,0,4,4,3,0.0,154002586.64038622,0.0,0.0,151439155.4442835,0.0,0.0,108305326.2918388,0.0,106992602.69867674,11068771.68625446,0.031780327407143025,0.0,111267277.73695117,0.0,759800000.0,0.0
2987,1,1,0,0,0,1,1,0,0,1,1,1,1,0,0,0,1,4,6,0,5,4,6,4,1,2,4,1,3,4,3,0.0,154002586.64038622,0.0,3834679.513867712,122529913.13437451,0.0028365609446474307,0.0,92105183.62711218,0.0,40489762.74308874,25433787.6012514,0.012172294407093241,0.0,105668056.91818394,0.0,1037400000.0,0.0
2988,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,3,7,3,5,5,0,2,5,6,4,3,0,3,2,3,0.0,176837172.6879249,0.0,0.0,129688488.72986558,0.0,0.0,92692532.12369365,0.0,22865781.186473794,19364628.02360858,0.007258891418950764,0.0,96758507.80115426,0.0,1426700000.0,0.0
2989,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,5,7,3,1,7,3,4,4,6,6,3,0,2,2,0.0,191140712.25215495,0.0,0.0,174005821.0085956,0.0,0.0,86806179.74687824,0.0,6388880.359047745,40635631.443198405,0.0023122762929024157,247374605.43908933,57073405.013273194,0.16182294855143572,498500000.0,0.0
2990,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,5,0,6,1,1,2,6,2,8,6,0,5,1,2,0.0,53972506.18695759,0.0,0.0,161218867.4218822,0.0,0.0,84753354.03552133,0.0,980938.4228900404,32576955.772638448,0.00037872678621832766,8419859.01850703,100032176.89964801,0.005760725328653932,1293500000.0,0.0
2991,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,5,7,5,7,6,6,0,0,2,4,2,7,1,0.0,53972506.18695759,0.0,0.0,258203197.77719635,0.0,0.0,69810785.89520885,0.0,94840798.69780704,17701182.393370774,0.025871333056259337,0.0,108721519.74943483,0.0,839200000.0,0.0
2992,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,3,7,0,6,1,6,3,1,7,5,4,4,0,6,0,3,0.0,144956226.29360634,0.0,0.0,167075797.82499802,0.0,0.0,93369863.19008912,0.0,7538721.893297399,20785047.17797311,0.00028941240947227663,1110955.86251835,77404471.7832109,9.173710564663213e-05,1798100000.0,488.1082186140841
2993,1,0,1,1,0,1,1,1,0,0,1,1,1,0,1,3,7,3,5,0,2,2,3,5,5,3,5,0,2,0,2,0.0,197170433.52468663,0.0,3805890.461067376,88613111.95505467,0.0003355560210633302,0.0,93730289.1339757,0.0,32821547.480282333,20696082.48629594,0.0012139496141171332,95068889.46490076,57073405.013273194,0.007619930565752748,1420800000.0,6696.900853253657
2994,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,3,0,2,5,6,7,0,3,5,1,0,3,3,3,1,2,0.0,94979303.71425684,0.0,0.0,155736187.608082,0.0,0.0,82610110.04641655,0.0,89377247.72250488,17803345.000196747,0.0029746600800966013,0.0,89589437.84417686,0.0,1033800000.0,5401.34287150975
2995,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,2,1,2,0,5,5,6,0,5,1,7,0,1,0.0,98043050.03325048,0.0,3921046.672268716,82526679.5239558,0.0029573432520064637,0.0,106802638.40431869,0.0,108518381.57844935,18545877.781152677,0.03346452740974818,0.0,75869639.77914998,0.0,461900000.0,0.0
2996,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,2,0,7,0,3,3,6,5,3,4,5,3,5,3,3,0.0,110130504.5881955,0.0,3834679.513867712,100759376.17493644,0.0028365609446474307,0.0,101647882.6157545,0.0,24878487.833874334,33794538.7241683,0.008289236817467552,0.0,112292344.63704439,0.0,865900000.0,0.0
2997,1,1,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,5,9,0,6,0,5,5,5,2,5,0,3,2,2,0.0,192820580.21435326,0.0,3882661.268534937,66045103.44010488,0.0029036622265135614,0.0,103163796.38124534,0.0,29528326.44914451,19170235.12681486,0.008582644434766341,0.0,93477874.34219648,0.0,1480600000.0,0.0
2998,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,2,3,4,4,3,4,2,5,6,6,3,5,0,1,4,1,0.0,155749382.096252,0.0,0.0,161032461.29393038,0.0,0.0,111380131.5841473,0.0,31995001.364768114,20696082.48629594,0.0014654621578956888,0.0,89172292.44612697,0.0,898900000.0,1509.124838270886
2999,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,7,5,2,0,8,5,3,4,1,4,2,2,0.0,32694901.094161935,0.0,0.0,212561147.23340675,0.0,7180616.147564474,74964671.67903003,0.009806304141998826,34517747.55107664,27173665.908137284,0.01066868096743639,0.0,98660546.19192025,0.0,954500000.0,0.0
3000,0,1,0,0,0,0,0,1,1,1,1,1,1,0,1,3,2,5,5,6,1,7,1,6,0,3,6,4,5,7,2,0.0,163263255.48539597,0.0,0.0,205588506.2755974,0.0,0.0,52771009.1301844,0.0,19132062.94324305,35493319.36033734,0.0007076000100606663,0.0,130228550.45096281,0.0,1021800000.0,1121.0435243698646
3001,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,5,5,7,6,5,1,1,6,2,5,5,3,4,1,2,0.0,213168125.67203605,0.0,0.0,194071605.62081167,0.0,0.0,80816885.36789525,0.0,8877406.019229827,35991610.23132749,0.0010785964964442271,7487509.186175714,94639238.49165699,0.0018460935764048705,1116700000.0,415.447334473204
3002,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,2,0,3,5,3,6,2,6,5,6,0,2,0,4,1,3,0.0,101988088.03595176,0.0,0.0,178829942.70358348,0.0,0.0,112068510.66038358,0.0,93742887.13425079,7332080.219521779,0.0037571247429451352,0.0,97919871.95061475,0.0,1293500000.0,4610.418426205319
3003,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,5,2,0,2,1,0,1,6,1,1,6,0,7,1,1,0.0,98043050.03325048,0.0,0.0,83721931.52190953,0.0,7312416.296142752,78452891.91196637,0.010127295412202838,52394641.65243442,19337348.34775413,0.014488936833351996,0.0,108628166.34997386,0.0,1057000000.0,0.0
