,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.1_RfR Total Costs,A.1_Expected Evacuation Costs,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.2_RfR Total Costs,A.2_Expected Evacuation Costs,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.3_RfR Total Costs,A.3_Expected Evacuation Costs,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.4_RfR Total Costs,A.4_Expected Evacuation Costs,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,A.5_RfR Total Costs,A.5_Expected Evacuation Costs
561,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,4,2,0,6,0,0,0,3,3,0.0,0.0,0.0,0,0,3805643.2350541446,0.0,0.001014034704379097,0,0,0.0,51760044.33566119,0.0,0,0,3576834.08685559,12586457.998778107,0.00044854422586086435,0,0,2207275.2570001837,63921995.57957761,0.0005391051803545693,0,0
562,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,3,0,0,0,1,0,0,4,0,0,7,1,0,0,4,6,0.0,0.0,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,26403379.542306438,0.0,0,0,309904.0991781617,22258486.725668453,1.3878518048043867e-05,0,0,6244490.5437837625,79444167.5169792,0.0005110488244551114,0,0
563,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,2,0,7,0,0,3,3,0,0,0,4,0,0,1,0,0,0.0,68139002.95605196,0.0,0,0,2827922.8377888505,100759376.17493644,0.00031515496901179507,0,0,1185192.2880262756,0.0,0.0002451299560631904,0,0,13539079.862358151,9695195.36216505,0.0006696056661691467,0,0,0.0,25037214.086173728,0.0,0,0
564,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,3,2,3,3,7,0,1,0,0,0,1,0,0,0,0,0,0.0,132514534.68415771,0.0,0,0,0.0,121701716.67461371,0.0,0,0,0.0,0.0,0.0,0,0,74165434.18555933,6320800.309666242,0.002308057384316167,0,0,0.0,0.0,0.0,0,0
565,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,2,0,0,0,0,2,1,0,3,0,5,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,83721931.52190953,0.0,0,0,0.0,24198032.45136138,0.0,0,0,10911069.844234318,11068771.68625446,0.0005684225793961247,0,0,0.0,0.0,0.0,0,0
566,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,2,3,0,1,0,0,3,0,0,5,2,0,0,0,3,0,0.0,78453877.84187987,0.0,0,0,5655845.675577701,47842699.56310011,0.0006303099380235901,0,0,3612040.0376158953,28798397.130608946,0.0007455378209266913,0,0,62577768.17642689,7332080.219521779,0.0027997455458275704,0,0,0.0,30351526.042379983,0.0,0,0
567,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,2,0,6,3,0,0,0,7,0,4,7,1,0,0,0,1,0.0,112454988.58836943,0.0,0,0,3805643.2350541446,0.0,0.0004225144601579572,0,0,0.0,67626108.28683192,0.0,0,0,75209.95626547236,22258486.725668453,4.157841488942255e-06,0,0,11853903.593925936,25037214.086173728,0.0012073312426088092,0,0
568,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,3,3,3,0,0,2,0,6,0,0,6,0,0,0,0,4,0.0,89068254.21950817,0.0,0,0,1268547.7450180482,42818415.6714978,0.00011267052270878857,0,0,0.0,31398797.71871161,0.0,0,0,3601987.279159907,12586457.998778107,0.00015151862053184347,0,0,4414550.514000367,33377116.55719709,0.0003594034535697129,0,0
569,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,4,0,0,4,1,3,0,0,0,0,8,0,1,0,0,0,0.0,47847947.961454235,0.0,0,0,0.0,87722647.49511826,0.0,0,0,0.0,0.0,0.0,0,0,0.0,24379010.378793493,0.0,0,0,19147615.09651973,0.0,0.0015698166226892438,0,0
570,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,4,1,0,0,1,3,0,0,0,0,1,0,0,5,3,0,0.0,32694901.094161935,0.0,0,0,0.0,87722647.49511826,0.0,0,0,0.0,0.0,0.0,0,0,82598339.91062249,6320800.309666242,0.002722240535807088,0,0,0.0,72580607.18485624,0.0,0,0
571,1,0,1,0,0,1,0,1,0,1,1,1,1,1,1,2,2,6,1,0,1,0,0,0,7,0,0,0,2,3,1,0.0,144970731.54380167,0.0,0,0,1268547.7450180482,38245121.951764055,0.00014083815338598573,0,0,0.0,34221561.73832255,0.0,0,0,96722891.47634317,0.0,0.0035545929608527473,0,0,0.0,89656908.29068159,0.0,0,0
572,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,3,3,0,4,3,0,0,3,0,0,6,1,0,0,0,0,0.0,95213987.28559849,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,24198032.45136138,0.0,0,0,1824662.8234603452,20319063.206658736,7.859722270307256e-05,0,0,14696256.344567709,0.0,0.0012017993756950794,0,0
573,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,3,0,0,2,3,0,0,0,7,0,6,0,0,7,0,7,0.0,37255203.23710208,0.0,0,0,0.0,47842699.56310011,0.0,0,0,592596.1440131378,34221561.73832255,9.805198242527614e-05,0,0,3611314.999411758,12586457.998778107,0.0001522617317270425,0,0,0.0,100105457.62015328,0.0,0,0
574,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,2,0,2,0,0,0,1,0,0,7,0,0,0,1,0,0,0.0,37255203.23710208,0.0,0,0,2537095.4900360964,38245121.951764055,0.00028167630677197145,0,0,0.0,34221561.73832255,0.0,0,0,96710314.88019103,0.0,0.0035533405367413583,0,0,0.0,25037214.086173728,0.0,0,0
575,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,3,3,0,0,0,2,0,7,1,0,6,0,5,0,0,0,0.0,42291505.65437629,0.0,0,0,0.0,42818415.6714978,0.0,0,0,0.0,59903444.52010451,0.0,0,0,7840127.6610045,26127534.665142894,0.00033694922569517865,0,0,6382538.365506576,0.0,0.0005232722075630813,0,0
576,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,2,1,1,0,5,0,7,0,0,0,8,0,0,1,0,0,0.0,66507014.9338145,0.0,0,0,0.0,146137633.1823734,0.0,0,0,0.0,0.0,0.0,0,0,250202.83343856593,16108916.742160894,1.4920591466020295e-05,0,0,7988585.476631381,25037214.086173728,0.0008251553898915532,0,0
577,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,2,7,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0.0,115272862.040791,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,0.0,0.0,0,0,3614563.8753120652,12586457.998778107,0.00019065069977619313,0,0,6621825.771000551,0.0,0.0006738814754432118,0,0
578,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,2,2,4,1,0,0,0,2,0,1,0.0,32694901.094161935,0.0,0,0,0.0,42818415.6714978,0.0,0,0,0.0,75239787.13836722,0.0,0,0,96735468.07249533,0.0,0.008534028923913925,0,0,0.0,54355764.74753119,0.0,0,0
579,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,3,0,0,0,0,0,6,0,0,1,4,1,0.0,0.0,0.0,0,0,0.0,47842699.56310011,0.0,0,0,1777788.4320394134,0.0,0.0024512995606319034,0,0,3604817.2476111436,12586457.998778107,0.0012645339628268217,0,0,0.0,89172292.44612697,0.0,0,0
580,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,3,0,3,0,7,7,0,0,4,2,6,1,3,0,0,0,0.0,42291505.65437629,0.0,0,0,0.0,166071355.5283289,0.0,0,0,0.0,51760044.33566119,0.0,0,0,1514758.7242821835,31013991.49954664,6.471870465502869e-05,0,0,14834304.166290523,0.0,0.0012140227588030492,0,0
581,0,0,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,5,1,0,0,5,7,1,3,1,0,0,0.0,66507014.9338145,0.0,0,0,0.0,146472816.51148838,0.0,0,0,0.0,28798397.130608946,0.0,0,0,785751.6028844401,33318869.869345196,0.000107808104529045,0,0,5325723.651087587,25037214.086173728,0.0013202486238264848,0,0
582,1,1,0,0,1,1,1,0,0,1,1,1,0,1,1,3,0,0,1,6,1,3,0,0,0,2,0,0,1,0,0,0.0,32694901.094161935,0.0,0,0,0.0,173361355.75588888,0.0,0,0,0.0,0.0,0.0,0,0,62660000.94347809,7332080.219521779,0.0022460097237273187,0,0,0.0,25037214.086173728,0.0,0,0
583,1,1,1,0,1,0,0,1,1,0,1,0,1,1,0,2,0,1,1,0,10,0,0,0,0,5,0,0,0,0,0,0.0,66507014.9338145,0.0,0,0,1265375.3107643495,99525397.17141615,0.00014017266791176036,0,0,0.0,0.0,0.0,0,0,32187381.87607663,11068771.68625446,0.001687786625764943,0,0,6635306.106392557,0.0,0.0006753734883364979,0,0
584,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,3,7,3,0,0,0,1,0,0,1,6,0,0,0,0,6,0.0,121644599.3504275,0.0,0,0,2537095.4900360964,38245121.951764055,0.00022534104541757714,0,0,0.0,20299287.62732069,0.0,0,0,3589410.6830077483,12586457.998778107,0.00015051668124273245,0,0,4414550.514000367,40273672.383724004,0.0003594034535697129,0,0
585,1,0,1,0,1,0,0,0,0,1,1,1,1,1,1,3,2,0,3,3,4,0,0,1,0,4,0,0,1,0,0,0.0,82486364.32617709,0.0,0,0,0.0,106860238.4866137,0.0,0,0,592596.1440131378,20299287.62732069,9.805198242527614e-05,0,0,13584085.495512903,9695195.36216505,0.0005386866108079795,0,0,0.0,25037214.086173728,0.0,0,0
586,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,0,2,0,3,0,0,0,5,0,9,0,0,3,0,0,0.0,37255203.23710208,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,28798397.130608946,0.0,0,0,0.0,18144080.211109996,0.0,0,0,2455428.4200168,30351526.042379983,0.0002572147993449524,0,0
587,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,8,3,3,0,0,7,4,0,0,3,0,1,0.0,32694901.094161935,0.0,0,0,0.0,213110317.53282604,0.0,0,0,1185192.2880262756,34221561.73832255,0.0005883118945516568,0,0,13580836.619612597,9695195.36216505,0.0016152833481422027,0,0,0.0,58044072.09764524,0.0,0,0
588,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,2,2,3,1,4,0,0,3,0,0,3,0,0,1,0,0,0.0,121162359.81197041,0.0,0,0,0.0,53358573.6002109,0.0,0,0,0.0,24198032.45136138,0.0,0,0,72664580.91939186,8453407.696608048,0.003428523912158022,0,0,0.0,25037214.086173728,0.0,0,0
589,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,3,4,3,0,0,0,0,5,1,2,7,1,0,1,0,0,0.0,96223098.04916811,0.0,0,0,3805643.2350541446,0.0,0.0003380115681263657,0,0,0.0,79930357.93587255,0.0,0,0,75209.95626547236,22258486.725668453,3.326273191153804e-06,0,0,0.0,25037214.086173728,0.0,0,0
590,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0,1,0,0,1,7,7,7,0,1,2,0,0,0.0,72222705.9376919,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,100465496.16619742,0.0,0,0,619808.1983563234,22258486.725668453,3.469629512010967e-05,0,0,0.0,27578229.96765524,0.0,0,0
591,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,3,0,0,1,0,7,1,1,0,0,6,1,0,1,0,0,0.0,32694901.094161935,0.0,0,0,0.0,121701716.67461371,0.0,0,0,0.0,20299287.62732069,0.0,0,0,3484182.0361246467,20319063.206658736,0.00015309073844902143,0,0,0.0,25037214.086173728,0.0,0,0
592,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,3,0,6,0,1,1,1,0,0,2,7,0,0,0,0,0,0.0,60717312.84309486,0.0,0,0,0.0,118700628.29513216,0.0,0,0,1185192.2880262756,22167818.198803753,0.00019610396485055228,0,0,923214.5457338708,14261651.781499248,4.111789795630768e-05,0,0,18733471.63135129,0.0,0.0015331464733653343,0,0
593,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,2,0,0,3,2,0,0,0,6,0,7,0,0,5,0,0,0.0,42291505.65437629,0.0,0,0,0.0,42818415.6714978,0.0,0,0,0.0,31398797.71871161,0.0,0,0,929712.2975344851,14261651.781499248,5.204444268016451e-05,0,0,0.0,36676675.840294495,0.0,0,0
594,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,2,1,0,0,0,7,0,0,0,0,9,0,0,2,3,0,0.0,32694901.094161935,0.0,0,0,0.0,73315450.27094865,0.0,0,0,0.0,0.0,0.0,0,0,0.0,18144080.211109996,0.0,0,0,0.0,60039471.119519606,0.0,0,0
595,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,2,2,3,2,0,0,1,0,2,7,4,0,0,2,0,0,0.0,126556908.17246997,0.0,0,0,2537095.4900360964,38245121.951764055,0.00028167630677197145,0,0,0.0,58768098.74581756,0.0,0,0,13562181.179108892,9695195.36216505,0.000671176950404587,0,0,0.0,27578229.96765524,0.0,0,0
596,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,3,1,0,0,3,0,0,1,0,7,0,0,0,2,1,1,0.0,32694901.094161935,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,55690229.411618516,0.0,0,0,96735468.07249533,0.0,0.002844676307971308,0,0,0.0,82048310.80279644,0.0,0,0
597,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,3,0,0,0,0,2,3,0,0,0,7,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,93986630.59767582,0.0,0,0,0.0,0.0,0.0,0,0,929712.2975344851,14261651.781499248,4.16355541441316e-05,0,0,18733471.63135129,0.0,0.0015331464733653343,0,0
598,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,6,0,0,0,2,7,0,0,1,2,6,0.0,0.0,0.0,0,0,0.0,66045103.44010488,0.0,0,0,0.0,22167818.198803753,0.0,0,0,2107051.975214754,14261651.781499248,0.0002876148940686863,0,0,0.0,98102728.93144882,0.0,0,0
599,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,2,0,0,3,0,0,4,4,1,1,7,0,7,0,0,0,0.0,42291505.65437629,0.0,0,0,0.0,53358573.6002109,0.0,0,0,0.0,73635495.64465328,0.0,0,0,1404701.3168098363,32304948.475029543,7.989302613019065e-05,0,0,15466156.47873122,0.0,0.0015783655381195688,0,0
600,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,3,0,0,1,0,3,4,0,7,0,9,0,0,0,0,1,0.0,32694901.094161935,0.0,0,0,2827922.8377888505,106860238.4866137,0.000252123975209436,0,0,1806020.0188079476,34221561.73832255,0.0002982151283706765,0,0,0.0,18144080.211109996,0.0,0,0,11633419.866707657,25037214.086173728,0.0009536824750402391,0,0
601,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,2,1,1,4,0,3,1,0,3,7,7,0,0,0,0,0,0.0,117680843.07115024,0.0,0,0,2827922.8377888505,90143923.5488522,0.00031515496901179507,0,0,1806020.0188079476,62048975.90137317,0.00037276891046334566,0,0,1820151.5723109376,14261651.781499248,0.00010299276498948657,0,0,11671637.788881931,0.0,0.001187236316381647,0,0
602,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,3,2,5,0,0,0,2,0,0,4,5,0,0,0,2,0,0.0,94979303.71425684,0.0,0,0,0.0,42818415.6714978,0.0,0,0,0.0,26403379.542306438,0.0,0,0,10911069.844234318,11068771.68625446,0.0004547380635168997,0,0,0.0,27578229.96765524,0.0,0,0
603,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,3,1,1,2,0,0,6,0,0,0,6,1,0,0,0,0,0.0,106351803.45458499,0.0,0,0,0.0,66045103.44010488,0.0,0,0,0.0,0.0,0.0,0,0,1824662.8234603452,20319063.206658736,7.859722270307256e-05,0,0,14696256.344567709,0.0,0.0012017993756950794,0,0
604,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,2,1,0,0,0,0,2,0,0,5,0,0,5,2,0,0.0,72222705.9376919,0.0,0,0,0.0,0.0,0.0,0,0,0.0,22167818.198803753,0.0,0,0,10055777.256834362,11068771.68625446,0.0012226623609216752,0,0,0.0,69299973.72589847,0.0,0,0
605,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,2,1,0,0,0,1,0,0,0,0,8,0,3,1,6,1,0.0,32694901.094161935,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,0.0,0.0,0,0,0.0,27169299.885837637,0.0,0,0,2662861.8255437934,98363198.5490717,0.00027505179663051774,0,0
606,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,3,1,0,0,3,3,0,0,4,0,4,0,0,3,0,2,0.0,32694901.094161935,0.0,0,0,0.0,100759376.17493644,0.0,0,0,592596.1440131378,26403379.542306438,9.805198242527614e-05,0,0,13584085.495512903,9695195.36216505,0.0005386866108079795,0,0,0.0,60854576.45659251,0.0,0,0
607,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,3,2,5,0,3,0,0,0,0,3,8,0,0,1,0,0,0.0,94979303.71425684,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,24198032.45136138,0.0,0,0,0.0,16108916.742160894,0.0,0,0,7988585.476631381,25037214.086173728,0.0006601243119132422,0,0
608,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,3,0,7,0,3,1,0,2,1,0,8,0,2,1,0,0,0.0,68139002.95605196,0.0,0,0,0.0,90143923.5488522,0.0,0,0,0.0,43878096.290305056,0.0,0,0,0.0,25702162.374998905,0.0,0,0,7988585.476631381,25037214.086173728,0.0006601243119132422,0,0
609,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,3,2,1,0,0,0,0,1,7,0,6,1,0,0,0,0,0.0,72222705.9376919,0.0,0,0,0.0,0.0,0.0,0,0,0.0,55690229.411618516,0.0,0,0,1824662.8234603452,20319063.206658736,7.859722270307256e-05,0,0,14696256.344567709,0.0,0.0012017993756950794,0,0
610,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,3,1,0,0,1,0,0,3,0,0,9,7,0,1,1,0,0.0,32694901.094161935,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,24198032.45136138,0.0,0,0,0.0,37441554.88587584,0.0,0,0,2662861.8255437934,50929971.20054293,0.00022004143730441406,0,0
611,1,0,1,0,1,1,0,0,1,1,1,1,1,1,0,2,1,0,1,0,1,1,0,7,3,7,7,0,0,0,0,0.0,66507014.9338145,0.0,0,0,1268547.7450180482,77797112.44472042,0.00014083815338598573,0,0,0.0,64835987.44502628,0.0,0,0,689774.0622527598,32304948.475029543,3.869408895370655e-05,0,0,17306885.787625477,0.0,0.001770318158240562,0,0
612,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,2,3,1,0,1,4,7,0,0,1,6,1,0,0,0,0,0.0,78453877.84187987,0.0,0,0,0.0,180154533.9193201,0.0,0,0,0.0,20299287.62732069,0.0,0,0,3484182.0361246467,20319063.206658736,0.00019136342306127685,0,0,10725378.635316154,0.0,0.0010911621148840599,0,0
613,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,2,0,7,7,0,3,1,0,2,1,7,0,1,0,0,0,0.0,154345864.93625224,0.0,0,0,1268547.7450180482,90143923.5488522,0.00014083815338598573,0,0,0.0,43878096.290305056,0.0,0,0,385114.05544363405,22258486.725668453,2.1505989048997092e-05,0,0,18553980.706253305,0.0,0.0018965669113271458,0,0
614,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,2,0,1,0,0,0,4,0,3,0,6,0,0,1,0,3,0.0,32694901.094161935,0.0,0,0,2537095.4900360964,53358573.6002109,0.00028167630677197145,0,0,0.0,24198032.45136138,0.0,0,0,3589410.6830077483,12586457.998778107,0.0001881458515534156,0,0,0.0,56425877.743436806,0.0,0,0
615,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,3,2,5,0,4,3,2,0,0,3,7,3,0,0,0,0,0.0,94979303.71425684,0.0,0,0,0.0,162255681.13687694,0.0,0,0,0.0,24198032.45136138,0.0,0,0,702350.6584049182,24956580.074387155,3.195721045207625e-05,0,0,17306885.787625477,0.0,0.0014162545265924494,0,0
616,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,1,0,1,0,0,6,0,0,2,2,7,0.0,0.0,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,20299287.62732069,0.0,0,0,6238442.1579444315,12586457.998778107,0.0008025868579038206,0,0,0.0,107624167.33706199,0.0,0,0
617,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,3,2,0,1,3,0,0,0,6,3,0,2,0,0,3,0,0.0,72222705.9376919,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,61001668.01785916,0.0,0,0,68455559.87850593,7332080.219521779,0.002172300981813349,0,0,0.0,30351526.042379983,0.0,0,0
618,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,2,3,3,0,0,4,0,0,0,0,7,0,0,3,0,1,0.0,89068254.21950817,0.0,0,0,1268547.7450180482,53358573.6002109,0.00014083815338598573,0,0,0.0,0.0,0.0,0,0,695018.1546217958,14261651.781499248,3.885413660905193e-05,0,0,0.0,58044072.09764524,0.0,0,0
619,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,7,0,0,4,0,5,1,0,0,0,0,1,0,0,0.0,103162272.08375776,0.0,0,0,2827922.8377888505,53358573.6002109,0.0021010331267453,0,0,0.0,52811167.63503672,0.0,0,0,96693711.31524089,0.0,0.023682775484937985,0,0,0.0,25037214.086173728,0.0,0,0
620,1,1,1,0,1,0,0,0,0,1,1,1,1,1,1,3,1,5,0,0,10,0,0,6,0,6,0,0,3,3,1,0.0,88511693.9986257,0.0,0,0,2827922.8377888505,99525397.17141615,0.000252123975209436,0,0,0.0,31398797.71871161,0.0,0,0,3513946.075760427,12586457.998778107,0.00014742233605893987,0,0,0.0,94551485.92077652,0.0,0,0
621,0,1,0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,0,0,5,2,0,0,0,2,5,0,0,7,0,6,0.0,32694901.094161935,0.0,0,0,0.0,110061574.43848997,0.0,0,0,1185192.2880262756,22167818.198803753,0.0002451299560631904,0,0,10049279.505033748,11068771.68625446,0.0005087955801492515,0,0,0.0,95146224.41557565,0.0,0,0
622,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,7,4,2,0,2,3,4,2,0,0,0,0,0.0,32694901.094161935,0.0,0,0,0.0,202787589.59060603,0.0,0,0,0.0,48047840.36663434,0.0,0,0,6938820.70734578,18081997.288140487,0.0023444071070661122,0,0,4414550.514000367,0.0,0.0029950287797476075,0,0
623,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,6,2,0,3,0,7,0,0,4,0,0,0,0,0,0.0,150937400.934666,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,34221561.73832255,0.0,0,0,13587334.371413209,9695195.36216505,0.0016168363167056745,0,0,0.0,0.0,0.0,0,0
624,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,3,2,7,2,0,0,0,0,3,0,10,1,0,1,0,0,0.0,160540607.98897105,0.0,0,0,3805643.2350541446,0.0,0.0003380115681263657,0,0,0.0,24198032.45136138,0.0,0,0,0.0,29229280.98454815,0.0,0,0,0.0,25037214.086173728,0.0,0,0
625,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,3,1,0,1,0,0,2,0,1,0,7,0,3,1,0,0,0.0,66507014.9338145,0.0,0,0,2537095.4900360964,42818415.6714978,0.00022534104541757714,0,0,0.0,20299287.62732069,0.0,0,0,150419.9125309447,24956580.074387155,6.652546382307608e-06,0,0,2662861.8255437934,25037214.086173728,0.00022004143730441406,0,0
626,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,3,0,2,0,4,4,0,0,3,4,6,1,0,0,0,0,0.0,37255203.23710208,0.0,0,0,0.0,114392792.32657647,0.0,0,0,592596.1440131378,53401633.19836887,9.805198242527614e-05,0,0,1821413.947560038,20319063.206658736,7.833839460916061e-05,0,0,14696256.344567709,0.0,0.0012017993756950794,0,0
627,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,3,1,0,0,4,4,1,0,0,1,7,1,4,1,0,0,0.0,32694901.094161935,0.0,0,0,0.0,164432458.85453594,0.0,0,0,0.0,20299287.62732069,0.0,0,0,309904.0991781617,34943616.700101204,1.3878518048043867e-05,0,0,7285022.91999989,25037214.086173728,0.0006017086709950901,0,0
628,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,4,0,3,7,1,0,3,2,7,0,0,0,0,0,0.0,47847947.961454235,0.0,0,0,0.0,182451541.5219873,0.0,0,0,592596.1440131378,48716867.66610375,0.0001225649780315952,0,0,926463.4216341779,14261651.781499248,5.172090756277456e-05,0,0,18733471.63135129,0.0,0.0019164330917066682,0,0
629,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,0,1,0,0,0,8,1,7,0,0,3,0,0,0.0,66507014.9338145,0.0,0,0,0.0,38245121.951764055,0.0,0,0,0.0,63844492.59147088,0.0,0,0,929712.2975344851,14261651.781499248,4.16355541441316e-05,0,0,0.0,30351526.042379983,0.0,0,0
630,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,0,3,1,6,0,0,0,1,0,0,1,0,0,0.0,71223146.50296113,0.0,0,0,0.0,165689632.8358199,0.0,0,0,0.0,0.0,0.0,0,0,74165434.18555933,6320800.309666242,0.00288507173039521,0,0,0.0,25037214.086173728,0.0,0,0
631,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,3,0,0,0,0,0,4,1,6,0,8,7,0,0,0,0,0.0,0.0,0.0,0,0,0.0,53358573.6002109,0.0,0,0,0.0,52771009.1301844,0.0,0,0,0.0,34768768.32229644,0.0,0,0,19147615.09651973,0.0,0.0015698166226892438,0,0
632,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,2,0,3,0,7,0,0,3,2,6,0,0,1,0,0,0.0,82486364.32617709,0.0,0,0,1268547.7450180482,73315450.27094865,0.000938921022573238,0,0,0.0,48716867.66610375,0.0,0,0,3601987.279159907,12586457.998778107,0.0012626551710986957,0,0,0.0,25037214.086173728,0.0,0,0
633,1,1,0,0,0,0,1,1,0,1,1,1,1,1,0,3,1,3,0,0,3,0,2,0,0,7,0,0,1,0,0,0.0,76431543.68310125,0.0,0,0,0.0,47842699.56310011,0.0,0,0,0.0,22167818.198803753,0.0,0,0,2107051.975214754,14261651.781499248,9.587163135622875e-05,0,0,0.0,25037214.086173728,0.0,0,0
